curriculum_id,entrance_year,course_id,course_category,course_name,course_year,credit_required,credit_elective,course_summary,course_keyword
621,2022,GER 201,武蔵野INITHIAL,ドイツ語発展１,2,0,1,ドイツ語基礎１，基礎2で学んだ知識を基に、基礎的な読解の技術の習得を目指します。テキストを丹念に進めながら、やや複雑な文法事項を理解し、辞書を使って自分の力で読み進められるように指導していきます。,ドイツ語・発展・基礎・知識・基・読解
622,2022,GER 202,武蔵野INITHIAL,ドイツ語発展２,2,0,1,ドイツ語基礎１，基礎2で学んだ知識を基に、基礎的な読解の技術の習得を目指します。テキストを丹念に進めながら、やや複雑な文法事項を理解し、辞書を使って自分の力で読み進められるように指導していきます。,ドイツ語・発展・基礎・知識・基・読解
623,2022,SPA 101,武蔵野INITHIAL,スペイン語基礎１,1,0,1,"スペイン語の入門コース
スペイン語の初歩的な文法を学ぶ。
挨拶やアルファベットから始まり、現在形の規則動詞および不規則動詞の活用,　指示形容詞、再帰動詞までをカバーする ",スペイン語・基礎・入門・コース・初歩・文法
624,2022,SPA 102,武蔵野INITHIAL,スペイン語基礎２,1,0,1,"前期に学んだ基礎的なスペイン語文法の仕組みをマスターし、平易な文章の読み書きや会話表現ができるようになることを目標とする。
さらなるスペイン語の語彙の習得を目指す。直説法現在形の活用形を中心に学び、過去形の知識も習得する。
文法だけでなく、スペイン語圏の社会、文化的側面などの理解を副教材を通じ深め、常に学習のモチベーションを高める。 ",スペイン語・基礎・文法・習得・前期
625,2022,SPA 201,武蔵野INITHIAL,スペイン語発展１,2,0,1,スペイン語圏の新聞、詩、文学、映画、音楽を通じてスペイン語の仕組みを理解するだけでなく、歴史、文化を理解することを目指す。文法の習得も必須であり、適宜プリントを配布する。,スペイン語・発展・理解・新聞・詩・文学
626,2022,SPA 202,武蔵野INITHIAL,スペイン語発展２,2,0,1,スペイン語圏の新聞、詩、文学、映画、音楽を通じてスペイン語の仕組みを理解するだけでなく、歴史、文化を理解することを目指す。文法の習得も必須であり、適宜プリントを配布する。,スペイン語・発展・理解・新聞・詩・文学
627,2022,KOR 101,武蔵野INITHIAL,韓国語基礎１,1,0,1,"韓国語の基礎的な表現能力（読む、書く、聞く、話す）を身につけることを目標とします。韓国語に関する基礎的な知識や表現能力を養うことで、外国語によるコミュニケーション能力や異文化理解能力を身につけます｡
本授業の達成目標は、以下の3点です｡
１）韓国語の基本的な発音や発音ルールをしっかり学び、正確に発音することを目指します。
２）韓国語の文字であるハングル文字を習得し、簡単な構造の文章が理解できるようにします。
３）挨拶、自己紹介、天気、数字の数え方などの基礎表現を身につけます。 ",韓国語・基礎・表現・能力・身
628,2022,KOR 102,武蔵野INITHIAL,韓国語基礎２,1,0,1,"韓国語基礎１の基礎能力を踏まえた上で、基本的な文の構造を理解し話すことを目標とします。
本授業の達成目標は、以下の4点です｡
１）基礎文法を理解し、日常生活ですぐに使える表現を習得します。
２）簡単な文章を理解し、「書く」「話す」基礎表現能力を身に付けます。
３）用言の活用（語尾活用、用言の変則など）を習得します。
４）語彙（基礎語彙400語程度）を増やして、コミュニケーション能力を高めます。 ",韓国語・基礎・理解・能力・目標・表現
629,2022,KOR 201,武蔵野INITHIAL,韓国語発展１,2,0,1,"本授業は中級レベルの韓国語を学びます。韓国語基礎1及び韓国語基礎2で学んだ内容を踏まえながら、中級レベルの文法・文型を学習します。日常会話に使える豊富な表現を学び、より実践的なコミュニケーション能力を向上させます。

この授業の達成目標は以下の３点です。
1．韓国語中級レベルの文法と表現を習得します。
2．中級レベルの文法や文型をきちんと理解した上、作文が出来ることを目標とします。
3．TOPIK(韓国語能力試験)3級レベルの実力を身につけることを目指します。 ",韓国語・発展・レベル・中級・文法・授業
630,2022,KOR 202,武蔵野INITHIAL,韓国語発展２,2,0,1,"本授業は中級レベルの韓国語を学びます。韓国語基礎1及び韓国語基礎2で学んだ内容を踏まえながら、中級レベルの文法・文型を学習します。日常会話に使える豊富な表現を学び、より実践的なコミュニケーション能力を向上させます。

この授業の達成目標は以下の３点です。
1．韓国語中級レベルの文法と表現を習得します。
2．中級レベルの文法や文型をきちんと理解した上、作文が出来ることを目標とします。
3．TOPIK(韓国語能力試験)3級レベルの実力を身につけることを目指します。 ",韓国語・発展・レベル・中級・文法・授業
631,2022,AL 301,武蔵野INITHIAL,留学準備１,1,0,1,"・将来、英語圏の大学に「協定留学」等の制度を利用して留学を希望する学生向けの授業です。そのため、本学に留学生として在籍している学生の履修は不可とします。
・1年生については、TOEIC®で500点以上得点できる程度の英語力があること。
・2年生以上については、上記に加え、必修英語科目の成績（グローバル学部の学生は【英語科目群】の成績）がGPA換算で3.00以上であること。 ",留学・準備・学生・成績・将来・英語圏
632,2022,AL 302,武蔵野INITHIAL,留学準備２,1,0,1,"・将来、英語圏の大学に「協定留学」等の制度を利用して留学を希望する学生向けの授業です。そのため、本学に留学生として在籍している学生の履修は不可とします。
・1年生については、TOEIC®で500点以上得点できる程度の英語力があること。
・2年生以上については、上記に加え、必修英語科目の成績（グローバル学部の学生は【英語科目群】の成績）がGPA換算で3.00以上であること。 ",留学・準備・学生・成績・将来・英語圏
633,2022,AL 101,武蔵野INITHIAL,英語資格・検定試験対策１,1,0,1,"TOEIC®対策の発展クラスです。
到達目標 TOEIC®スコア：730点　現在の推奨保持TOEIC®スコア：550点

TOEIC®はPart1～Part7で構成されています。この授業では各Partごとに演習を行い、具体的な対策を立てていきます。 ",英語・資格・検定・試験・対策・TOEIC・スコア・発展・クラス
634,2022,AL 102,武蔵野INITHIAL,英語資格・検定試験対策２,1,0,1,"■英語資格・検定試験対策2（TOEIC基礎）
到達目標 TOEIC®スコア：550点　現在の推奨保持TOEIC®スコア：400点


The aim of TOEIC Preparation course is to help students acquire the skill sets and strategies required for achieving high scores on TOEIC tests. This course provides grammar review and vocabulary building. Also, while practicing reading sections, it focuses on skimming and scanning skills. In listening practice, students can get used to different accents and intonation patterns. ",英語・資格・検定・試験・対策・TOEIC・AND・スコア・The・course
635,2022,JL 101,武蔵野INITHIAL,⽇本語リテラシー,1,1,0,"大学生として日本語で文章を書く際の基本を学びます。

★自分が（学科に関するテーマについて）疑問に感じたことを論理的に展開するために、書籍・資料を読み解き、引用し、まとめる力を身につける。
与えられた課題をこなす受動的な姿勢ではなく、能動的に「どうしたら説得力をもって伝えられるか」を考え、何度も推敲を重ねて仕上げる。

1. 日常的な文章の作法（メールの書きかた、敬語、文体等）
2. レポートの作法（文献の調べかた、構成の組み立てかた、書き方の定型、提出のしかた等）
3. 自学自習の作法（クリティカルシンキング・ロジカルシンキング、メディアリテラシー、自己採点、添削）
4. 学び合いの作法（レポートのピアチェック・アドバイス等） ",日本語・リテラシー・作法・文章・レポート・大学生
636,2022,JPA 201,武蔵野INITHIAL,⽇本語基礎Ａ,1,0,1,1年生の1学期に、大学で学ぶために必要な、文章を読む力、情報を調べる力、クラスメートと話し合う力、自分の考えを書く力、調べたことや考えたことを発表する力をつけるとともに、大学の講義や発表などの話を正確に聞き取る力をつけることに取り組む。,日本語・基礎・A・大学・発表・1年生・1学期・必要
637,2022,JPA 202,武蔵野INITHIAL,⽇本語基礎Ｂ,1,0,1,1年生の2学期に、大学で学ぶために必要な、文章を読む力、情報を調べる力、クラスメートと話し合う力、自分の考えを書く力、調べたことや考えたことを発表する力をつけるとともに、大学の講義や発表などの話を正確に聞き取る力をつけることに取り組む。,日本語・基礎・B・大学・発表・1年生・2学期・必要
638,2022,JPA 203,武蔵野INITHIAL,⽇本語基礎Ｃ,1,0,1,研究計画書の作成を目的とし、専門的な文章を書くために必要な表現・文法を、作文の基礎知識とともに学ぶ。,日本語・基礎・C・研究計画書・作成・目的・専門・文章
639,2022,JPA 204,武蔵野INITHIAL,⽇本語基礎Ｄ,1,0,1,実践的な日本語能力を向上させつつ、大学での学習に必要なアカデミック・ジャパニーズスキルの習得をめざす。,日本語・基礎・D・実践・能力・向上・大学
640,2022,JPA 301,武蔵野INITHIAL,⽇本語発展Ａ,2,0,1,レポートや学術論文などの論説文を読むのに必要な文法知識、構造に関する知識などを学びながら、各自の専門分野の論文を独力で読んでいくための基礎的読解力をつけることを目的とする。読解力をつけるだけでなく、各回で読解する文章の内容に関する問題に取り組んだり、作文に取り組んだりすることで、アウトプットの力も養成する。,日本語・発展・A・論文・知識・読解・レポート・学術
641,2022,JPA 302,武蔵野INITHIAL,⽇本語発展Ｂ,2,0,1,大学で学ぶにあたって必要な、講義や研究発表などの独話（モノローグ）を正確に聞き取る力をつけることを目標とする。聞き取りの活動だけでなく、聞き取った内容をもとに問題に答えたり、要約を作成するなどのアウトプットの力も養成する。,日本語・発展・B・大学・学部・必要・講義・研究発表
642,2022,JPA 303,武蔵野INITHIAL,⽇本語発展Ｃ,2,0,1,プロセス・ライティングの考え方に基づき、学習者がお互いに書き手・読み手、話し手・聞き手となりあうピア・レスポンスの活動を通して1編のレポートを作成する。レポートの作成だけでなく、各自が選んだテーマでのプレゼンテーションを適切に行うための方法についても扱う。,日本語・発展・C・レポート・作成・プロセス・ライティング・考え方
643,2022,JPA 304,武蔵野INITHIAL,⽇本語発展Ｄ,2,0,1,自分の身近な問題から徐々に範囲を広げていき、大学での学びに必要な表現力をつけることを目的とする。学期中に、文章で自分自身の考えなどを述べる活動や、口頭で自分自身の考えを話す活動に取り組む。また、クラスメートとのディスカッションやディベートにも取り組む。期末には、2年生までの学びの集大成とし、プレゼンテーションとレポート執筆を行う。,日本語・発展・D・学び・自分自身・考え・活動・身近
644,2022,JPA 101,武蔵野INITHIAL,⽇本事情,1,0,2,日本の文化と社会さらには宗教のあり方について、具体的な事例に基づきその歴史と現状を学ぶ。テーマとしては、食、マンガ・アニメ、音楽、人間関係、儀礼、神道、天皇などである。日本文化への理解を深め、日本社会に関する知識を増やし、日本人と宗教との関わり方をよく知ることで、国内でのコミュニケーションや国外への情報発信の力をレベルアップするための学びを得よう。,日本・事情・宗教・日本の文化・社会・あり方・具体
645,2022,SDG 101,武蔵野INITHIAL,ＳＤＧｓ基礎,1,1,0,,
646,2022,SDG 201,武蔵野INITHIAL,ＳＤＧｓ発展１,1,1,0,,
647,2022,SDG 202,武蔵野INITHIAL,ＳＤＧｓ発展２,1,1,0,,
648,2022,SDG 203,武蔵野INITHIAL,ＳＤＧｓ発展３,1,1,0,,
649,2022,CHP 301,武蔵野INITHIAL,ＳＤＧｓ特講,3,0,2,,
650,2022,FW 101,武蔵野INITHIAL,フィールド・スタディーズ,1,0,1,"多様な学外学修プログラムの中から必ずひとつを選び、休まずに参加する。休まずに参加するだけではなく、全員がその場を積極的に活用することを前提とする。参加した授業プログラムを成功させるためには、プログラムに関することを事前によく調べて、各自が目標と課題を設定して授業に臨むことが必須条件となる。また、学外学修後においては、必ずふりかえりの時間を自ら設け、個人として経験を言語化する必要がある。さらに、継続してそれを発信していくことが望まれる。
具体的内容は各プログラムによって異なります。必ずプログラム一覧、概要、説明資料・動画、シラバスを確認してください。そして、自身でよく考え、よく調べてください。このシラバスに書いてあることを、よく読んでください。 ",フィールド・スタディーズ・プログラム・参加・学外・学修・授業
651,2022,FW 111,武蔵野INITHIAL,フィールド・スタディーズ１,1,0,1,"江東区の文化施設等で働く職員の仕事を手伝う活動を通して、江東区の特色を知り、江東区に住む人々の安全で健康な暮らしや福祉を考える地方行政や市民生活について学び、課題や解決方法を考える。子どもたちの望ましい生活環境や教育環境の在り方を考える。そのために、事前に江東区について調べ活動を行い、実習後には学んだことの報告・発表を行う。
大学の方針により対面実施が不可となった場合、その他のオンラインプログラムをご案内する場合がある。また、区役所の都合に合わせて日程を設定するので、短期等期間の変更があり得る。　 ",フィールド・スタディーズ・江東区・活動・文化施設・職員・仕事
652,2022,FW 112,武蔵野INITHIAL,フィールド・スタディーズ２,1,0,2,"江東区の児童館の職務を手伝う実習活動を通して、江東区のよさや課題を知り、子どもたちの望ましい生活環境や教育環境の在り方を考える。そのために、事前に江東区について調べ活動を行い、実習後には学んだことの発表を行う。
本プログラムは児童福祉施設における対面実習を前提としており、施設の指示に基づき三密対策を十分に講じたうえで学外実習や学外学修を行う予定である。事前・事後の講義は状況に応じてオンラインで対応をする。
大学の方針により対面実施が不可となった場合、その他のオンラインプログラムをご案内する場合がある。　 ",フィールド・スタディーズ・実習・江東区・活動・事前・プログラム
653,2022,FW 113,武蔵野INITHIAL,フィールド・スタディーズ３,1,0,3,"江東区の児童館の職務を手伝う実習活動を通して、江東区のよさや課題を知り、子どもたちの望ましい生活環境や教育環境の在り方を考える。そのために、事前に江東区について調べ活動を行い、実習後には学んだことの発表を行う。
本プログラムは児童福祉施設における対面実習を前提としており、施設の指示に基づき三密対策を十分に講じたうえで学外実習や学外学修を行う予定である。事前・事後の講義は状況に応じてオンラインで対応をする。
大学の方針により対面実施が不可となった場合、その他のオンラインプログラムをご案内する場合がある。　 ",フィールド・スタディーズ・実習・江東区・活動・事前・プログラム
654,2022,FW 114,武蔵野INITHIAL,フィールド・スタディーズ４,1,0,4,"○武蔵野福祉公社の各部署で業務の体験を行う。デイサービス（通所介護サービス）業務、社会活動センター業務・講座体験、在宅介護・地域包括支援センター業務、住宅改修・福祉用具相談支援センター業務、ホームヘルプセンターの訪問介護業務、権利擁護センター業務、成年後見自立支援センター業務、地域包括ケア人材育成センター業務、生活自立支援センター業務、法人運営の総務的業務の体験活動
○高齢者対応の専門家である福祉公社の職員の方々と主体的・能動的に関わり、高齢者総合センターで働く方々の福祉への思いや願い、高齢者に対応する姿勢等から、自らの高齢者福祉活動に対する考えをもてるようにする。 ",フィールド・スタディーズ・業務・センター・福祉・体験・高齢者
655,2022,AFS 101,武蔵野INITHIAL,フィールド・スタディーズ発展１Ａ,1,0,1,日本を代表する陶芸家の一人である伊藤麻沙人先生の指導の下に、各自自宅で器を作り、工房見学と作陶体験をします。オンライン授業では、伊藤先生から「陶芸の歴史と鑑賞法」を学び、その美しさと奥深さを味わいます。また、同じくオンライン授業で小川桂一郎客員教授による「陶芸の科学」、菅原克也教授による「文化史からみた陶芸」を受講し、作陶について多角的に学びます。最後に各自制作した作品のオンライン発表会を行います。,フィールド・スタディーズ・発展・A・オンライン・陶芸・各自・陶・授業
656,2022,AFS 102,武蔵野INITHIAL,フィールド・スタディーズ発展１Ｂ,1,0,2,"タイ語の表記（文字）を中心にタイと東南アジアの文化の諸相について学ぶ。
事前講義は3,4学期に10回、対面で行う。授業は動画配信も行う。

春期休暇中に7日程度のタイ学外学修を行う。

帰国後に1回、事後授業を行う。

ただし大学の方針により対面実施が不可となった場合はプログラムの特性上オンライン実施が不可のため、プログラム中止となり単位は取得できません。 ",フィールド・スタディーズ・発展・1B・タイ・対面・授業・実施・不可
657,2022,AFS 103,武蔵野INITHIAL,フィールド・スタディーズ発展１Ｃ,1,0,3,,
658,2022,AFS 104,武蔵野INITHIAL,フィールド・スタディーズ発展１Ｄ,1,0,4,,
659,2022,AFS 201,武蔵野INITHIAL,フィールド・スタディーズ発展２Ａ,2,0,1,"SDGsの目標８が目指す「働きがい」と「経済成長」を達成するためには，会社の求める人材像を知り，自分自身を知る必要があります．それらが上手くマッチしない社会からは「働きがい」も「経済成長」も失われてしまうでしょう．

本プログラムは，「（１）人事部門等で働く人々へのインタビューを通して，会社が求める人材像を理解する」，「（２）ワークショップ等に参加することを通して，自己分析のためのメソッドを理解する」，という２つの目標を置いています．さらに，そこで身に着けた知識やメソッドを応用して，履修学生の皆さん自身だけではなく，皆さんの周りの人々に対しても「働きがい」を創り出せる人材になることを最終的な目的としています．

したがって，プログラムの最後に，皆さんが主催者となりワークショップを開催する予定です．そこでは，皆さんが学んだ知識やメソッドを応用することを通して，ワークショップに参加してくれた学生達が将来「働きがい」を持って仕事に向き合えることに，少しでも貢献できるような場にしたいと考えています．

卒業後には，人事部門の社員や，現場のマネジャーやメンターとして，周りの社員の「働きがい」を創り出せる人材となることを期待しています．

なお，本講義は，キャリア教育を専門とする外部講師の小島聖子先生との協力の下で設計・開催されます．

以下，注意点です．

・本プログラムは対面実習を前提としたプログラムです．三密対策を十分に講じたうえで学外学修を実施します．

・大学の方針により対面実施が不可となった場合，履修者全員がオンラインプログラムへ移行します．オンラインに切り替わっても途中で履修の辞退はできません． ",フィールド・スタディーズ・発展・A・働きがい・プログラム・人材・皆さん・ワークショップ
660,2022,AFS 202,武蔵野INITHIAL,フィールド・スタディーズ発展２Ｂ,2,0,2,"台湾について一歩踏み込んで深く学び、そして考える講座。
講義内容は歴史、文化、言語、民俗、日本との関りなど、多岐にわたるが、
本講座を通じ、全体像として隣国・台湾に対するイメージを培い、
「台湾」を偏りなく理解し、語れる人材を育て上げることを目的とする。

台湾現地研修は現地の人々との交流を通じ、
異文化理解、コミュニケーション、国際感覚の培養、実際の生活体験など、
さまざまな切り口から「異文化」に触れ、国際人としての「感覚」を磨く。
さらに、異なった文化背景を持つ人々との接触を通じ、
「自分とは何か」、「日本人とは何か」を見つめ直し、
そこから、国際社会において、「いかに生きていくか」というポイントを模索する。
台北のみならず、地方都市や田舎の魅力にも触れ、人々との交流も実施。
コースには古民家宿泊体験やフルーツ農場の参観など、
通常の旅行では体験しえない素材をたっぷり盛り込む。

台湾研修ができず、オンライン講義となった場合は、
台湾に対しての知識や理解を培養するだけでなく、
台湾の「空気」を伝えるべく、講師の日常生活や取材体験などを講義に盛り込み、
楽しく台湾の姿に触れることも重視する。


講義・台湾現地研修についての共通事項として、「学ぶことのアプローチ」を重視する。
具体的には以下を学生に伝えていく。

１　どんなことでもじっと見つめてみる
２　自分なりの仮説を立てる
３　複数のアプローチで、その仮説を実証・検証する
４　整理したことを記録する（メモ）する
５　以上の過程を自分の言葉で表現する
６　複数のツールを用い、発信する

※　具体的な手法と事例は授業の中で詳しく解説していく。 ",フィールド・スタディーズ・発展・2B・台湾・体験・講義・理解・現地
661,2022,AFS 203,武蔵野INITHIAL,フィールド・スタディーズ発展２Ｃ,2,0,3,"実社会における企業の社会的責任の理解を深めるために、ニッセイエブロ社および他社のCSR報告書を、学生が中心となり作成し，国連グローバルコンパクト事務局に提出する．さらに、ニッセイエブロ社を対象に、国連が宣言した持続可能な開発目標であるSDGｓ実践例として、分析し、それらの情報発信を行う．
適宜、教員立ち合い無しの学生のみのグループディスカッションなども実施し、学生主体の学びを実践する．
また、担当教員や受入先指示のもと、調査や資料作成などを行う可能性がある. ",フィールド・スタディーズ・発展・C・学生・ニッセイエブロ・作成・実践・教員
662,2022,AFS 204,武蔵野INITHIAL,フィールド・スタディーズ発展２Ｄ,2,0,4,"映画制作の道のりは、おもに、三つに分かれています。
先ず、一つ目は、プリプロダクションと言います。これは準備期間を意味します。取材によって、企画書、脚本を作成し、それをもとに、キャスティング、ロケーションハンティングなどを行います。
二つ目は、プロダクション。プロダクションは撮影期間です。撮影では、撮影部、録音部、制作部、演出部、俳優部（外部から俳優を要請する予定ですが、受講者が出演する場合もあります）など、様々な部署があります。皆さんには興味のあるパートを選択してもらい、それぞれの役割を担ってもらいます。因みに、撮影機材は、プロが使用するカメラやマイクや照明を使います。
三つ目は、ポストプロダクションと言います。これは、仕上げ期間です。「ラッシュ」と呼ばれる撮影された映像素材をみんなで観て、議論を重ねながら編集し、作品を完成させます。このようなプロセスを経験することで、映像制作の基礎的な力を身につけることができます。
加えて、映像制作のだいご味は「集団創造」です。主体的に思考し、調査し、行動し、チームで協力しあうことで、はじめてひとつの作品が創造できることを体感してもらいます。
また、地域や企業と連携することで、社会や産業界の現状を理解し、その解決策、実行力を身につけてもらいたいと思います。

＊注意事項
・西東京市と連携し、市のPR短編映画を制作するため、基本的に学外学習は「西東京市」で行います。
・撮影機材の関係上、事前、事後学習は基本的に「武蔵野キャンパス」で行います。
・スケジュールは、「授業計画」欄に記載していますので必ず確認してください。
・新型コロナウィルスの影響により、オンライン授業になった場合は「集団制作」ではなく「個人制作」に変更となる可能があります。
「教員が指定した学外の施設に学生一人に行く」、「教員立ち合い無しでZOOM等を使用し、受入先・実習先へのヒアリング・インタビューをする」などを行う可能性もあります。 ",フィールド・スタディーズ・発展・2D・制作・撮影・映像・プロダクション・期間
663,2022,AFS 205,武蔵野INITHIAL,フィールド・スタディーズ発展２Ｅ,2,0,5,,
664,2022,AFS 301,武蔵野INITHIAL,フィールド・スタディーズ発展３Ａ,3,0,1,,
665,2022,AFS 302,武蔵野INITHIAL,フィールド・スタディーズ発展３Ｂ,3,0,2,"１．プログラム形態について
本プログラムは対面実施を前提とした学外学修プログラムとなり、三密対策を十分に講じたうえで海外研修を実施します。
２．大学の方針により対面実施が不可となった場合の代替オンラインプログラムの有無について
学外学修プログラムは大学の方針により海外渡航が不可となった場合、国内での代替プログラムの実施を予定しています。国内外ともに学外での学修が不可となった場合、実施時期の延期やオンラインプログラムへの移行等を予定しております。実施形態や実施時期が変更となっても、原則として途中で辞退はできません。 ",フィールド・スタディーズ・発展・3B・プログラム・実施・学外・学修・不可
666,2022,AFS 303,武蔵野INITHIAL,フィールド・スタディーズ発展３Ｃ,3,0,3,"（内容）
広告・ブランディング分野で働くコピーライターの技術やノウハウを学び、情報のアウトプット力（取材やヒアリングにより情報を集め、整理し、伝わるように言語化、編集、発信する力）を高める。本プログラム「コピーライティング応用（発展3C）」では、社会で働くクリエイターと対話する機会を増やしたり、より外部連携企業、自治体の課題解決に貢献することを目指した活動に取り組む。
企業、製品のブランディング・広告制作を担うコピーライターとして、または企業・自治体の宣伝・広報部門で活躍する人材になるための実践的な力を身につける。

（プログラム形態）
本プログラムは「事前学修」「事後学修」はZOOMによるオンラインでの実施を基本とします（武蔵野・有明の両キャンパスの学生が参加しやすいように）。「学外学修」は対面実習を前提としたプログラムとなり、三密対策を十分に講じたうえで学外学修を実施します。しかし、大学の方針により対面実施が不可となった場合は、履修者全員でオンラインプログラムへ移行します。オンラインに切り替わっても途中で履修の辞退はできません。

オンライン学外学修の実施方法としては、「ZOOM等を使用し、受入先・実習先へのヒアリング・インタビューを行う（教員立会いあり・なし両方）」「ZOOM等を使用し、グループディスカッション、共同作業を行う（教員立会いあり・なし両方）」「ZOOM等を使用し、発表・プレゼンテーションを行う（教員立会いあり）」を予定しています。 ",フィールド・スタディーズ・発展・C・プログラム・学修・ZOOM・オンライン・実施
667,2022,AFS 304,武蔵野INITHIAL,フィールド・スタディーズ発展３Ｄ,3,0,4,"映画制作の道のりは、おもに、三つに分かれています。
先ず、一つ目は、プリプロダクションと言います。これは準備期間を意味します。取材によって、企画書、脚本を作成し、それをもとに、キャスティング、ロケーションハンティングなどを行います。
二つ目は、プロダクション。プロダクションは撮影期間です。撮影では、撮影部、録音部、制作部、演出部、俳優部（外部から俳優を要請する予定ですが、受講者が出演する場合もあります）など、様々な部署があります。皆さんには興味のあるパートを選択してもらい、それぞれの役割を担ってもらいます。因みに、撮影機材は、プロが使用するカメラやマイクや照明を使います。
三つ目は、ポストプロダクションと言います。これは、仕上げ期間です。「ラッシュ」と呼ばれる撮影された映像素材をみんなで観て、議論を重ねながら編集し、作品を完成させます。このようなプロセスを経験することで、映像制作の基礎的な力を身につけることができます。
加えて、映像制作のだいご味は「集団創造」です。主体的に思考し、調査し、行動し、チームで協力しあうことで、はじめてひとつの作品が創造できることを体感してもらいます。
また、地域や企業と連携することで、社会や産業界の現状を理解し、その解決策、実行力を身につけてもらいたいと思います。

＊注意事項
・西東京市と連携し、市のPR短編映画を制作するため、基本的に学外学習は「西東京市」で行います。
・撮影機材の関係上、事前、事後学習は基本的に「武蔵野キャンパス」で行います。
・スケジュールは、「授業計画」欄に記載していますので必ず確認してください。
・新型コロナウィルスの影響により、オンライン授業になった場合は「集団制作」ではなく「個人制作」に変更となる可能があります。
「教員が指定した学外の施設に学生一人に行く」、「教員立ち合い無しでZOOM等を使用し、受入先・実習先へのヒアリング・インタビューをする」などを行う可能性もあります。 ",フィールド・スタディーズ・発展・3D・制作・撮影・映像・プロダクション・期間
668,2022,AFS 305,武蔵野INITHIAL,フィールド・スタディーズ発展３Ｅ,3,0,5,,
669,2022,AFS 401,武蔵野INITHIAL,フィールド・スタディーズ発展４Ａ,4,0,1,,
670,2022,AFS 402,武蔵野INITHIAL,フィールド・スタディーズ発展４Ｂ,4,0,2,,
671,2022,AFS 403,武蔵野INITHIAL,フィールド・スタディーズ発展４Ｃ,4,0,3,,
672,2022,AFS 404,武蔵野INITHIAL,フィールド・スタディーズ発展４Ｄ,4,0,4,"長野県信濃町の課題発掘と課題解決のための調査考察を行う。地方創生、地域活性化、6次産業などにおける他の地域の事例を抽出し、より多角的に地域の課題抽出を理解する。前半はグループでの活動を行い、町役場での発表を目指して提案をまとめる。後半は個人でのテーマを発掘し、論文としてまとめる。
前年度までに学んできた手法、考え方を活用し、より積極的に情報の収集、発信を試みる。さらに、実社会との接点となる実践的な提案にチャレンジする。チームだけでなく、受講者全般の活動をリードする。

対面授業が不可となった場合、学外学修の日程を変更して、夏休み中にオンライン授業を行います。12日間の集中講義の予定。
オンライン授業では教員立ち合い無しのグループディスカッションやメールなどによる現地へのヒヤリング調査なども行います。 ",フィールド・スタディーズ・発展・4D・授業・課題・発掘・調査・地域
673,2022,CD 211,武蔵野INITHIAL,インターンシップ,2,0,1,,
674,2022,CD 212,武蔵野INITHIAL,企業協働プロジェクト,2,0,2,,
675,2022,LAS 101,武蔵野INITHIAL,全学教養ゼミナール１,1,0,2,"タイ語を学ぶ。発音の組織、文法、基本表現、表記法を一通り学び、基礎的な運用能力を修得する。
タイ語は、発音の仕組みも、文法も、表記（文字）も日本語とは大きく異なっている言語である。タイ語を学ぶことで、言語というものに対する理解が深まり、しいては人間や世界についての理解が深まることを大きな目標とする。 ",全学・教養・ゼミナール・発音・文法・タイ語・言語・理解
676,2022,LAS 102,武蔵野INITHIAL,全学教養ゼミナール２,1,0,2,私たちの生活を照らしだしてくれるものとしての詩、生活の細部に気づかせてくれるものとしての詩、生活に潤いを与えてくれるものとしての詩をとりあげる。古今東西の詩のなかから、この授業では日本の近代の詩に対象をしぼって紹介し、かつその読み方について考察する。あわせて日本近代詩史の流れを学ぶ。具体的な詩のテキストをこまやかに読み、あじわう場にしたい。,全学・教養・ゼミナール・詩・生活・日本・近代・私たち
677,2022,EC 101,武蔵野INITHIAL,武蔵野市⾃由講座,1,0,2,,
678,2022,EC 202,武蔵野INITHIAL,証券ビジネス論,2,0,2,"直接金融への期待が高まる現在、資本市場に求められる役割とは何かを考える。
激変する日本や世界の資本市場の全容と、投資のリスク＆リターンの考え方、株式投資・債券投資・グローバル証券投資・分散投資の方法などを解説する。
野村證券社員が講師を務め、仕事の中で経験した実例などを折り込み講義を行う。 ",証券・ビジネス・投資・資本市場・直接金融・期待・現在
679,2022,DS 101,学科,データサイエンス学,1,2,0,"データサイエンスは、21世紀を切り拓くビッグデータ分析、人工知能などの新技術を包含するだけでなく、社会、ビジネス、自然環境における問題解決に不可欠な基盤的な科学となってきている。本講義は、データサイエンスの今日的な意義、歴史・将来展望、基礎的な知識、学習方法を俯瞰的に学習するとともに、実際にデータサイエンスのもたらすビジネス・社会的なインパクト事例や最新の研究トピックスを紹介を通じてその重要性についの理解を深めてもらう。
これらの講義を通じてデータサイエンス学の俯瞰的な見方や学びの体系的な整理を表現したデータサイエンスマンダラートの完成を目標とする。
あわせて、データサイエンス学科のユニークで実績のあるグループ協調学習を基軸にした自律的・能動的な学習方法の習得も大事な学習目標である。 ",データサイエンス・学習・社会・ビジネス・講義
