lec,overvier,keyword
地球史,"地球惑星科学に関連する以下の内容について、講義する。
（１）地球科学の基礎と現在の地球の様子
惑星地球の構造と組成、プレートテクトニクスとプルームテクトニクス (マントルダイナミクス)
海洋と炭素循環・物質循環、大気・太陽活動
（２）地球史（人間圏の成立以前）
造山運動と大陸成長・日本地質形成史
初期地球の様子と進化、固体地球進化（熱史）、大気・海洋表層環境進化（酸素と二酸化炭素）、暗い太陽のパラドックスと表層環境進化、地球生物史、全球凍結、顕生代の生命史と大量絶滅、新生代以降（氷期間氷期サイクル）の環境変動
（３）地球史（人間圏の成立以降）
地球温暖化、第四紀の地球環境史と環境・文明、鉱床の形成と成長の限界（資源、エネルギー問題）など ",地球史・地球・進化・環境・様子・海洋
化学概論1,"「化学」は「環境」と最も密接に関係する学問です。本講義は、「化学」に対する親しみを深め、「環境」を学ぶにあたって基礎を築き、「環境」の学習、理解がより深くなることを目的とします。
本講義は「無機化学」の基礎となる「一般化学」を範囲とします。高校で理系の化学を学んで来なかった学生にもわかりやすい講義を心がけます。具体的には、物質を構成する元素・原子・分子やその結合・構造、化学反応、物質の状態、溶液などを学びます。授業は、基本的に教科書に沿って進めます。また、「化学」と社会の関わり、社会に与えるインパクトへの理解を深める観点から、化学の応用、（環境を中心とした）化学が関連する社会問題についても触れます。 ",化学・概論・環境・講義・基礎・理解
地学概論1,学校科目「地学」では地球、気象、宇宙の領域を扱うが、本講義では宇宙138億年の進化と地球誕生から現在までの46億年の間に起きた地球での様々な現象について学ぶ。宇宙領域では天文学の歴史から宇宙の最前線の描像を学ぶ。また、地球表層部の構成とその歴史的発展をテーマにした地質領域では、現代という断面での地球の力学的構成の解明をテーマとした地球科学に焦点をあてる。 ,地学・概論・地球・宇宙・領域・構成・テーマ
環境政策論/環境政策論1,今日の環境問題に解決のためには、環境問題の解決のみならず、持続可能な発展を目標として、環境問題と経済・社会問題の同時解決、根本解決を図る取組みが必要となっている、このために、行政は市民・事業者との協働により何をすべきか。本講義では、環境問題の基本的構造を踏まえて、環境政策の目標や考え方、主体の役割、政策手法の基礎を理解したうえで、都市生活型公害（大気汚染、水質汚濁等）、生物多様性（自然保全）、循環型社会（廃棄物問題）、気候変動（地球温暖化）、といった環境問題に対する具体的な政策とその課題、解決方法を学ぶ。 ,環境政策・環境問題・解決・目標・政策・今日
環境経済学/環境経済学1,気候変動問題をはじめとした様々な環境問題は、自然科学的な現象だけではなく、我々の社会や経済とも深く関わりのある問題である。この授業では、環境と経済の関係性を理解したうえで、環境問題の原因やその解決方法を、経済学的な観点からとらえる方法として環境税や排出量取引といった経済手法や、環境の価値評価手法等を学ぶ。また、経済的な措置を中心に、今後、持続可能な社会を築くためにどのような環境経済政策が必要なのかを検討する。 ,環境経済学・経済・環境・問題・環境問題・社会
化学概論2,"地球の構成要素である「有機物質」とは何かを講義する。
これらの理解を通じて「大気」、「水」の循環や汚染について、
将来的に化学の視点から理解できるような基礎を形作っていく。
また、教員採用試験をはじめとする各種試験に対応できる基礎学力を身につける。 ",化学・概論・理解・基礎・地球・構成要素・有機物質
地学概論2,"・地球惑星科学における気象、海洋分野とそれに関する環境問題について学習する。
・気象、海洋に関わるさまざまな基本的知識を習得するとともに、関連する地球環境問題についても幅広い思考を身につける。 ",地学・概論・気象・海洋・地球・惑星科学・分野
食環境学,食糧に関連した経済活動による環境や社会への影響や相互作用について学ぶとともに、その解決方法についても検討します。そのために食料の消費（需要）と生産（供給）、流通と廃棄の状況について学びます。また食料の需要においては、所得に伴う人口の変化、一人当たり食料消費や食料構成の変化について学びます。その上で、流通と廃棄の課題として食品ロスの問題について取り上げます。食料の供給においては、まず穀物生産、食肉生産などの生産活動の状況を確認した上で、国際的な食料需給の動き、金融危機に伴って引き起こされた穀物価格上昇に伴う農業開発投資という形での土地収奪事例を紹介します。これに対処するための責任ある農業投資の動きと、そこで指摘された課題についても紹介します。農業投資で重要な要因となる土地生産性を高める灌漑事業による水資源に関する環境への影響と管理方法の課題を紹介します。そして、水産物の需給状況と資源枯渇、環境への影響も概説していきます。貿易自由化に伴う格差拡大について紹介しつつ、小農が管理していた農地が企業型農業管理に移行されるなどして、小農を主体とする地域住民による管理体制が失われることによる環境負荷への配慮が失われる可能性が高まると考えられます。なぜ、小農が重要なアクターなのかについては、家族農業の10年の議論や、アグロエコロジーの議論を紹介します。最後に、定期試験を行うとともに、日本の食料と環境に関連する課題について紹介します。 ,食・環境学・食料・紹介・農業・環境・生産
水環境学,"自分が暮らす流域の水循環を健全にする探究活動

あなたの生活と水との関わりをイメージしてみよう。毎日の飲み水をどうするかという基本的なレベルから、炊事、洗濯、風呂、トイレなどに関する上下水道、生産に関する農業用水、工業用水、洪水など自然の猛威から自分を守るなどさまざまな事柄がある。

人の営みは、もともとは地域の水環境に左右される。川や湧き水、雨水など、水豊富な場所は多様性に富む生態系を育み、水の少ない場所は多様性に乏しい生態系を育む。やがて上下水道インフラを整備するなど、人は水環境を少しずつ変ながら暮らしてきた。

本講座では、水環境について、主に２つのキーワードから考えていきたい。

１つのキーワードは「水循環」。2021年、国連の気候変動に関する政府間パネル（ＩＰＣＣ）は、地球温暖化の原因は、「人間が排出した温室効果ガス」と断定した。地球温暖化で地球の平均気温が上がると、水の動き方が変わる。蒸発する水の量、空気や地面にふくまれる水の量、雨や雪の降り方が変わるという気候変動につながる。産業革命以前からすでに１℃上昇している地球の平均気温が、今後1.5℃を超えて上昇すると、北極の氷がとけ、温暖化が加速する。渇水や海面上昇の影響で、世界中で億単位の人が現在の居住地からの移住を余儀なくされたり、日本でも台風が巨大化したり、短期間に集中的に雨が降るなど、漁業や農業に大きな影響が出ると考えられる。私たちは水の性質を学び、温暖化を抑制したり、温暖化による水循環システムの変化に耐えうるように社会を変える必要がある。

もう１つのキーワードは「流域」。流域とは降った雨が地表、地中を流れ、ひとすじにまとまって海にいたる単位だ。誰もがどこかの流域に所属しており、人の暮らしは所属流域の水とともにある。飲み水、生活用水、生産活動につかわれる水は自分のところへ向かって流れてくる流域の水であり、生活排水、工業排水、農業排水は、自分のところから流れていく流域の水だ。私たちは流域の水をつかって食料、エネルギー、森をつくって生活している。


本講座の目的は、自分が暮らす流域の水循環を健全にすること。そのために水の性質、地球と水、水と生態系、安全な水と技術、水汚染と技術、持続的な水利用などについて学び、その学びを活用する。毎回アクティビティを通じて水への関心を高め、対話によって考えを深め、最終的には自分の暮らし流域の水循環を健全にする発表を行う。 ",環境学・流域・水循環・健全・農業・環境
環境物理学,実験ビデオから得られる実験データのグラフを作成することによって物理法則の導出過程を体験してもらうとともに、物理理論を用いた自然現象の定量的分析方法を学ぶ。 ,環境・物理学・実験・ビデオ・データ・グラフ・作成
環境経済学2,"①基本的に教師が作成した講義録に基づいて行う。講義録はプリントとして配布する。
②講義でとりあげるテーマ・内容については、プラントエンジニアリング会社の社員、シンクタンクの研究員、県庁職員として40数年にわたって環境問題に携わってきた経験・体験から、若い世代に伝え、将来に向けて考えてもらいたいことを厳選してとりあげる。
③講義２：小レポートの発表とディスカッション１の割合で進める。
④小レポートについては、発表とディスカッションを行うとともに、実践的な指導を行う。その後、改訂版を作成してもらい、それをもって評価する。
⑤レポートの実践的な書き方について実践的な指導を行う。 ",環境経済学・講義・レポート・実践・作成・発表
環境教育論,"本授業では、講義やワークショップを通じて環境教育を進めるに当たっての知識や技能を習得・活用し、なぜ、環境教育が必要なのか、そして、実践的な環境保全の活動へつなげていくためのプロセスについて理解を深める。

また、自然、社会や人間を取り巻く身近な暮らしの中から、環境教育活動への理解を深め、環境教育と関わりのあるESD(持続可能な開発のための教育)やSDGs(持続可能な開発目標)について学習する。

さらに、国内における環境教育の取り組みだけでなく、担当教員が実践的な活動を進めてきた開発途上地域における住民を対象とした環境教育活動や、環境保全と生計向上の両立を図るプロジェクト等を考察することで、グローバル且つローカルな環境問題を解決していくための視座を養う。 ",環境教育・活動・実践・環境保全・理解
環境倫理/環境倫理学,"20世紀後半、経済が高度成長するなかで発生した公害などの環境問題は、いまや地球全体のエコロジー危機が懸念されるほどにまで深刻化しています。
そして、人間社会と自然環境を一体的に捉えようとする試みが世界的に広がり、環境倫理が注目されています。
本講義では、環境倫理に関わる動向や理論に着目しながら、人間と自然の関係および人間相互の関係について考えます。 ",環境倫理・環境倫理学・人間・20世紀・後半・経済
エコプロダクツ,エコプロダクツの考え方や具体的な手法に関する講義を中心に行なう。またエコプロに関連する施設を見学しエコプロの具体的な事例を把握する。その上で、発表、討論することでその理解を深める。 ,エコ・プロダクツ・具体・プロ・考え方
持続可能社会論,"人間社会は、エネルギー、水、空気、食料など、地球の資源や生態系の恵みにより成り立っている。しかし、資源の過剰利用や環境破壊によりその基盤は破壊されつつある。また、人間社会の内部においても貧困や飢餓、衛生、福祉などの問題が数多く存在する。これら人間社会の持続可能性を脅かす問題を解決するための目標として2015年に国連で持続可能な開発目標（SDGs）が採択された。その達成のためには、問題を引き起こしている本質的原因を考え、それを克服する大きな社会変革が必要となる。本授業では、物事のつながりや問題構造を考えるシステム思考をつかって、現在の社会が抱える問題を捉えたうえで持続可能な社会のあり方を考える。また、ナチュラルステップの枠組みをつかって持続可能性を高めるための具体的取組を考える。この授業を履修することにより、問題の本質をとらえ、具体的改善策を考える思考を身につけることを期待する。
本授業は、zoomによるオンライン同時双方向授業とオンデマンド学修を組み合わせて実施する。授業実施方法についての詳細は「授業計画」や「留意事項」を確認してください。 ",持続可能・社会・問題・授業・人間社会・資源
資源エネルギー論［2年生クラス］,"第１回〜第４回　金属資源やプラスチック資源などについて、携帯電話やペットボトル、自動車などの身近な事例から、日本や世界の状況、4Rを理解する。また資源とエネルギーの関わり、矛盾点を理解する。
第５回〜第８回　エネルギーを物理的性質、資源、政策、環境問題との関わりといった各側面から理解する。
第９回〜第１4回　現在世界で拡大している再生可能エネルギーを中心に、エネルギーと地域について多面的に考える。

資源やエネルギーに関わる基礎的な概念や原則、日本と世界の現状、気候変動問題をはじめとする環境問題との関わりを把握した上で、日常的に触れるニュースや製品、サービスと結びつけて説明する力を養うとともに、自らの考える持続可能な社会像に反映する。授業は講義形式のほか、グループワークやディスカッションを随時行う。

毎週2コマをセットとし、奇数回はオンデマンド型講義とし、偶数回は講義内容に基づいたグループワークやディスカッションを行う。 ",資源・エネルギー・2年生・クラス・世界・理解・講義
資源エネルギー論［3年生クラス］,"第１回〜第４回　金属資源やプラスチック資源などについて、携帯電話やペットボトル、自動車などの身近な事例から、日本や世界の状況、4Rを理解する。また資源とエネルギーの関わり、矛盾点を理解する。
第５回〜第８回　エネルギーを物理的性質、資源、政策、環境問題との関わりといった各側面から理解する。
第９回〜第１4回　現在世界で拡大している再生可能エネルギーを中心に、エネルギーと地域について多面的に考える。

資源やエネルギーに関わる基礎的な概念や原則、日本と世界の現状、気候変動問題をはじめとする環境問題との関わりを把握した上で、日常的に触れるニュースや製品、サービスと結びつけて説明する力を養うとともに、自らの考える持続可能な社会像に反映する。授業は講義形式のほか、グループワークやディスカッションを随時行う。

毎週2コマをセットとし、奇数回はオンデマンド型講義とし、偶数回は講義内容に基づいたグループワークやディスカッションを行う。 ",資源・エネルギー・3年生・クラス・世界・理解・講義
環境政策論2,"①基本的に教師が作成した講義録に基づいて行う。講義録はプリントとして配布する。
②講義でとりあげるテーマ・内容については、プラントエンジニアリング会社の社員及びシンクタンクの研究員、県庁職員として40年以上にわたって環境問題に携わってきた経験・体験から、若い世代に伝えたいことを厳選してとりあげる。
③講義２　対　小レポートの発表とディスカッション１の割合で進める。
④小レポートについては、発表とディスカッションを行うとともに、実践的な指導を行う。その後、改訂版を作成してもらい、それをもって評価する。
⑤レポートの実践的な書き方については、授業の重点事項として具体的な指導を行う。 ",環境政策・講義・レポート・作成・発表・ディスカッション
環境リスク論,近年、生態系や人の健康を定量的に評価・管理する手法として、リスクという概念が用いられている。本講では幾つかの事例をとりあげ、環境リスク因子の影響実態とその評価方法、また解釈の仕方について理解を深める。 ,環境・リスク・評価・近年・生態系・健康
環境地球化学,様々な自然環境における無機・有機物質（汚染物質）の分布や水、大気、生態系を考慮した循環過程、人間活動による撹乱の影響を学ぶ。化学的手法を基礎とするが、専門的な用語はわかりやすく解説し、理系や文系に関係なく地球環境を学べるよう講義をおこなっていく予定である。 ,環境・地球化学・自然環境・無機・有機物質・汚染物質・分布
環境システム学特殊授業2,"本授業においては、持続可能な地域づくりという長期的な関わり合いと働きかけが必要な「解のない課題」に伴走できる人材に必要な参加型リーダーシップの入門を学ぶ機会を提供します。授業では、対話、グラフィック・ハーベスティング、人間の基本的ニーズの考え方、幸せを図る指標の作り方、ユーザー感性学、ESD などを、解のない課題に求められる話し合いの形を体験し、振り返るという繰り返しから学んでいきます。
「解のない課題」に向き合うときに必要なシステム的なものの見方、働きかけ方を学んでいく皆さんが今後助け合いながら学びづつけられるよう「多様性を認め合い、自分らしく過ごせる公平なコミュニティ」の形も探求します。
参加型リーダーシップについて、このぐらいの学習時間をかけて大学で学べる機会は、日本でまたこのクラスだけです。授業に参加したい社会人も積極的に受け入れ、幅広い視野とリアルな社会の声を聴きあい、様々な知識を習得しながら、社会とのつながりを作ることにも挑戦します。奮ってご参加ください。 ",環境・システム学・特殊・授業・参加・必要・解・課題
環境システム学特殊授業3,本講義の主題である「持続可能な開発目標（Sustainable Development Goals）」（以下、SDGs）は、2015 年9月に米国・ニューヨークの国連本部で開催された国連サミットにおいて、193の国連加盟国が全会一致で採択した世界共通の目標である。このSDGsは2030年を達成期限に設定されており、政府、企業、市民社会といった様々な主体が、その達成に向けて取り組むことが求められている。私たちの生活に身近な市役所をはじめとする自治体も例外ではなく、内閣府は地方創生とSDGｓの達成に向け、優れた取組を提案する自治体を「SDGs未来都市」として2018年度から選定しており、2021年度までの4年間で124都市が選定されている。その前身にあたる「環境未来都市・環境モデル都市」も含めて、経済・社会・環境の三側面のバランスがとれたまちづくりについて受講者が理解できるよう、具体的な事例紹介も行う。本講義では、SDGsの基礎知識や特徴についても、講義やワークショップ、受講者同士のディスカッション通じて学ぶことできるほか、複雑化する地域課題解決の視点を習得することを目的とする。 ,環境・システム学・特殊・授業・SDGs・講義・達成・都市・国連
環境システム学特殊授業4 ,東日本大震災後、「まちづくり」がわが国の各地において大きなテーマとなっています。少子化、超高齢化に加え、多発する自然災害への対応、環境共生など、「まちづくり」に関連する課題は多岐にわたります。本講義では、このような今日的課題を前提としつつ、「まちづくり」の形成過程、現在の取り組み、そして今後の展望について基礎基本を学びます。 ,環境・システム学・特殊・授業・まちづくり・課題・東日本大震災・わが国・各地
環境分析化学,"環境に関わる物質の定性分析（どのような物質が存在するのか）と定量分析（どのくらい物質が存在するのか）に関して、
最新技術とその歴史を講義する。 ",環境分析・化学・物質・存在・環境・定性分析・定量分析
実践エコツーリズム,"健康な心と体を養いながら、持続可能な社会でのライフスタイルはどうあるべきか？
従来の座学と実習の断片的な組み合わせの授業を進化させ、旅先での集中講座（体験）形式により
旅先での人々との共同作業（ボランティアワーク）や交流を通じて、日常生活の抑圧から開放し、
自分らしさを再発見し、SDGsに向き合ったライフワークとしての職業のあり方を学ぶ。
ガイダンスも兼ねた事前授業（100分）+集中講座2泊3日　でエコツアー（サステイナブルツーリズム）の企画立案、運営、にも直接関り、社会に役立つ実務者（エコツーリズムプロデューサー）と参加者（グリーンコンシューマー）の両方を体験し、有意義活楽しく目標を達成することを目指す。 ",実践・エコツーリズム・社会・授業・旅先・集中講座・体験
環境材料化学,"・地球環境問題と化学：　地球温暖化、資源枯渇、酸性雨、放射線、エネルギー等の環境問題を取り上げ、そのメカニズムと解決策について化学・材料学からのアプローチを学習する。
・生活と化学：　われわれの生活を豊かにしてきた様々な化学物質の物性、環境性能について理解し、新規材料開発における課題、方向性を学習する。
・環境教育：　　学習で得た知見を元に環境教育の教材作りにトライする。 ",環境・材料・化学・学習・生活・環境教育
環境アセスメント,日本の環境アセスメント制度とはどのようなものか、環境影響評価法の概要や環境アセスメントの進め方と手法について全般的に理解する。また、自然環境の保全に環境アセスメントがどのような役割を果たしているのか、さらに、よりよい環境アセスメント制度とはどうあるべきか、を具体的な事例を通しながら理解し、考察する。 ,環境アセスメント・制度・理解・日本・環境影響評価法
地域再生プラン,授業は、地域再生の考え方、実践的な手法、事例の３つで構成される。受講者は授業全体を通じて、特定地域を取り上げて、地域を分析し、地域再生のプランを作成して、レポートとしてとりまとめるので、自分が関心のある地域を考えて授業に参加すること。また、ワークショップやワールドカフェなど、実践的な知識・技術についても取り上げ、課外活動として都内の地域再生事例を「まちあるき」する機会を設けるので、地域づくり、ボランティア活動や地域社会、コミュニティ活動に関心のある学生に参加してほしい。 ,地域再生・プラン・授業・地域・実践・事例
データサイエンス学,"データサイエンスは、21世紀を切り拓くビッグデータ分析、人工知能などの新技術を包含するだけでなく、社会、ビジネス、自然環境における問題解決に不可欠な基盤的な科学となってきている。本講義は、データサイエンスの今日的な意義、歴史・将来展望、基礎的な知識、学習方法を俯瞰的に学習するとともに、実際にデータサイエンスのもたらすビジネス・社会的なインパクト事例や最新の研究トピックスを紹介を通じてその重要性についの理解を深めてもらう。
これらの講義を通じてデータサイエンス学の俯瞰的な見方や学びの体系的な整理を表現したデータサイエンスマンダラートの完成を目標とする。
あわせて、データサイエンス学科のユニークで実績のあるグループ協調学習を基軸にした自律的・能動的な学習方法の習得も大事な学習目標である。 ",データサイエンス・学習・社会・ビジネス・講義
人類と人工知能(AI),本講義はデータサイエンスと人工知能についてこれまでの歴史、我々との関わり合いを事例を挙げながら紹介する。人工知能とは人間の思考プロセスをモデル化した処理を含むソフトウエア技術である。人工知能を適用することにより、これまで知られてない新たな知識の発見、蓄積、統合、配信を実現している。データサイエンスと人工知能を適用することにより、次世代の新たな人智を築く基礎となりつつある。本講義では、実際のデータサイエンス、人工知能を適用することによってどのような知識エコシステムを生むのか、実例を紹介しながら、その適用手法について学ぶ。 ,人類・人工知能・AI・適用・データサイエンス・講義・紹介
メディアクリエーション・データデザイン演習Ⅰ,"本科目は、人工知能（AI）の基盤となるサイバー・フィジカルスペース、その中核をなすデータベース、サイバー・フィジカルスペースの実現のためのプログラミング技法、その応用について取り扱う。

サイバー・フィジカルスペースは、物理空間（実空間）と情報空間を融合した空間のことである。
この融合空間は人・モノ・環境の状況や動きをデータ計測するセンサ技術、計測により得られる各種データを統合・分析するデータベース、データマイニング技術、データ分析により物理空間において駆動する機器（アクチュエータ）が連動することにより実現される。

本科目では、履修者はオンラインショッピングシステムを例に、Pythonプログラミング、データベース、データマイニング、IoTセンサ機器を用いたデータ計測、Web技術の基本について実習を伴いながら習得する。
プログラミング言語にはPython、データベースシステムにはPandasを用いる。

さらに、物理空間（実空間）の情報統合により実現される物理空間（実空間）と情報空間の融合空間（サイバー・フィジカルスペース）と実世界コンピューティングについて触れる。 ",メディアクリエーション・データデザイン・演習・空間・物理・データベース・CY8ER・フィジカル
メディアクリエーション・データデザイン演習Ⅱ,プログラミングによるビジュアル・インタラクティブ表現の入門として適した開発環境「Processing：Pythonモード」を用いて、デジタルメディア（テキスト、画像、2D・3DCG、音）のデータ処理やビジュアリゼーション、新たな価値や体験のクリエーションをおこなう。本科目ではデジタルメディアに関する基本的な知識を獲得し、目的に応じてそれらを適切に組み合わせ、プログラミングする力を養うことを目的とする。また、プログラミングだけでなく学会発表等に向けた論文（レポ−ト）の書き方（体裁面に限る）を修得する。 ,メディアクリエーション・データデザイン・演習・プログラミング・デジタルメディア・目的・ビジュアル・インタラクティブ
データサイエンスプログラミング演習Ⅰ,データを処理・分析する前に生データをクレンジングする作業「データの前処理」はデータ分析プロセスにおいて重要は工程である。本演習ではPythonのライブラリPandasを中心にデータクレンジングおよびデータビジュアリゼーション手法の習得を目指す。 ,データサイエンス・プログラミング・演習・データ・処理・クレンジング・分析・生データ
データサイエンスプログラミング演習Ⅱ,ビッグデータ、メディア・データを対象にその蓄積、共有、統合、想起、配信、そして応用を実現するためには、プログラミング技能が不可欠である。本演習では、「データサイエンスプログラミング演習Ⅰ」の授業で学んだPythonプログラミングの基礎を踏まえながら、オプジェクト指向や例外処理等のプログラミング応用技術について学ぶ。また、Webスクレピング手法についても修得する。さらに，GitやGitHubを用いたグループ開発手法についても習得する． ,データサイエンス・プログラミング・演習・手法・ビッグデータ・メディア
データと数理Ⅰ,ベクトル、行列、線形変換の概念はデータサイエンスにおいて基本となり、様々なデータ処理に用いられる。これらの概念を正しく理解し、利活用、応用できることは、データサイエンティストとして必須である。本講義では、ベクトルや行列の基本演算から、逆行列、線形変換、固有値分解の諸概念を学ぶとともに、これらをどのような応用に適用できるかについて議論する。数理的背景、演算方法のみならず、Pythonの簡単なプログラミングを通じて利活用方法についても学ぶ。 ,データ・理Ⅰ・概念・ベクトル・行列・線形・変換
データと数理Ⅱ,本授業では、微積分をPythonプログラミングを用いた演習形式で学ぶ。微積分の必要になる場面や、文明に及ぼした影響などを踏まえたうえで、数式をプログラミングによって逐一グラフ化して確認しながら、実感を持った形で微積分を学ぶことを目指す。 ,データ・理Ⅱ・微積分・プログラミング・授業・Python・演習
データと経済統計,データサイエンスおよび経済、ビジネスにおいて現状を把握するための必要なツールは統計である。統計は獲得したデータからそのデータの背後にある性質を理解する数理的な手法である。本講義では、データと数理ⅠおよびⅡを受けて、具体的なビッグデータ・オープンデータを対象として、統計を用いたデータ分析手法について述べる。具体的には、相関分析、回帰分析、最小二乗法などの基本概念と使い方について学習する。また、上記の各単元の概念について問題を解くことにより理解を深めていく。 ,データ・経済・統計・お呼び・理解・手法
データと計量経済学,ベイズ統計は計量経済学や現在の機械学習の考え方の根本をなす分野である。例えば、推計統計学の考え方では、今ある標本データをまとめて分析するのに対し、ベイズ統計では新たなデータを付け加えた場合、そのデータによって更新をしていくことができる。これは今日の機械学習の考え方の基本となる。本講義では、いわゆる「ベイジアン」の基礎を論じていくと同時に、実際にPython、PyMC3を用いて具体的な活用シーンを示す。 ,データ・計量経済学・考え方・ベイズ・統計・機械学習
ソーシャルイノベーションの起こし方,本講義では、国連が提唱するSDGs（持続可能な開発目標）に寄与する社会構築を目指し、社会、環境、科学技術、経営、医療、教育、経済、政策、国際関係における多様なイシューを対象として、効果的・効率的かつ持続可能な価値を創造するソーシャルイノベーションをデザインする。また、様々な社会のイシューの解決に挑む個人・組織・共同体の事例の検証を行う。グループワークによるビジネスデザインを実践的に行うことにより、社会において今何が必要なのかを考える力と共に、これから何が有効なのかを想像・創造する力を身につける。公共およびビジネスの現場における実際のソーシャルイノベーターをゲストスピーカーとして招き、制度改革や技術革新、ビジネス実践を実行した経験と発想、そして「志」を直に学ぶことにより、新時代イノベーターの持つべき素養への知見獲得とその本質の理解を目指す。また、データサイエンティストとして、イシューの発見および解決方法の解明をデータ分析・統合によって実現する方法について理解する。 ,ソーシャル・イノベーション・社会・イシュー・ビジネス・創造・デザイン
グリーンエコノミー基礎,地球温暖化など環境問題への対応を検討する際、現在に至る国際的な産業技術の発展史を再検討することが不可欠である。特に、本講義では、社会と技術の接点、具体的には、過去の多様なケーススタディを学ぶ。さらに、問題の設定、問題の解決を含む社会のニーズに基づいた技術開発プロジェクトの推進過程や、技術が社会に与える影響を明らかにすることで、SDGsに代表される国際的な課題への対応を議論する。 ,グリーン・エコノミー・基礎・技術・社会・対応・国際・問題
サイバーフィジカルシステム,21世紀は、デジタルな情報空間（Bit)と物理的な空間（Atom)が融合されたサイバーフィジカル空間が社会・ビジネス・人間の活動の基盤となる。自動走行車やポケモンGOなどは、サイバーフィジカルの到来を象徴する先行的なプロダクトやサービスである。本学のデータサイエンスは、サイバーフィジカル空間を前提とした実学として機能することを念頭に構築されている。本講義では、サイバーフィジカル空間を支える基盤的な技術やサービスについて俯瞰的な理解を与えると共に、キーコンセプトや技術については活用方法についても言及する。学修はゲストスピーカによる事例研究とそれに基づく課題演習を基軸とした実践的・体験的なものである。最終課題は、サイバーフィジカル環境を前提としたデータ駆動型のUXサービスデザインを通じて価値創造スキルを身に付けるものである。 ,サイバーフィジカルシステム・空間・CY8ER・フィジカル・基盤・サービス
機械学習と深層学習,機械学習とは、コンピュータがデータに含まれる特徴を反復的に学習することにより分類、認識、検知を実現するデータ分析技術である。機械学習には、ディープラーニングをはじめ、決定木、ブースティング、サポートベクターマシンなど、様々な手法が提案されている。これらの手法は、画像認識、顔認証、音声認識などのアプリケーションを通じて実社会において広く使われている。本講義では、Pythonによるコーディングとともに、各機械学習技術の特徴や使い方について理解する。 ,機械学習・深層学習・特徴・認識・技術・手法
Webテクノロジ,eラーニングを用いてWebを支える最も基本的な技術であるHTTP（Hypertext Transfer Protocol）とURI（Uniform Resource Identifier）、HTMLの基本知識を修得する。また、ポートフォリオ制作を通じてHTMLとCSS、JavaScriptのプログラミング手法の修得を目指す。 ,Web・テクノロジ・基本・HTML・修得・eラーニング
複合現実,複合現実(MR:Mixed Reality)は、1980年代にスタートしたVR(Virtual Reality)研究が発展する過程で、1990年代に提案された言葉である。現実世界とバーチャル世界を融合する、多様な手法を統合した概念がMRである。本講義ではMRの根底にあるVRの基礎知識を説明し、その応用分野を紹介する。これらの知識に基づいて、課題発見とソリューション提案をする、グループワークとプレゼンテーションを行う。 ,複合現実・MR・Reality・VR・提案・知識
マーケティングデータ分析,"本講義では、国連が提唱するSDGs（持続可能な開発目標）のうち、特にSDG12（責任ある消費と生産）を中心としてSDG8, SDG9, SDG10, SDG11に寄与する社会構築を目指し、社会経済活動および環境・エネルギー資源に関する多様なイシューを対象として、探索的データ解析（EDA）、データマイニング、データベース管理技術、社会統計学、計量経済学に基づくデータ分析手法について解説する。企業経営から培われたマーケティングデータ分析技術とその広範な社会分析への応用について、マーケティングの基本的なコンセプトや発想、手法、変遷などと共に解説する。履修者は、実データを対象としたデータの取得・加工・集計、計量分析、時系列分析・予測の実習を行い、データを用いた社会の現状把握、予測、関係性の発見の基本となる実世界の定式化・モデリングのスキルを身に付ける。 ",マーケティング・データ分析・データ・SD・社会・分析・SDG
機械学習デザイン演習Ⅰ,今日のデータ分析の現場では，データの大規模化，多様化，更新の高頻度化により，手計算での分析はほぼ不可能となっており，Pythonなどのプログラミング言語を用いて，インタラクティブにデータ分析をしていく能力が必須となっている．つまり，これまでの統計などの数値計算をプログラミングする能力が必要とされている．本演習では，Pythonを用いてニューラルネットワークを使った機械学習手法について演習を行っていく．具体的には，ニューラルネットワークの構造を学ぶ上で，パーセプトロン，逆伝搬誤差法等について学ぶ． ,機械学習・デザイン・演習・データ分析・Python・能力・Neural
機械学習デザイン演習Ⅱ,"機械学習、特に近年の深層学習モデルには物体の検出、顔の認識、自然言語処理等、分野を問わずさまざまな問題解決に適用できるモデルが提案されている。
本講義では、これら物体検知、顔画像認識、年齢性別推定、姿勢推定、音声認識等、さまざまな深層学習の事前学習モデルを利用することで、モデルと入出力の仕組みについて理解し、学習済みモデルを利用した応用アプリケーションの作成技術を学ぶ。 ",機械学習・デザイン・演習・モデル・深層学習・物体・顔・認識
人工知能(AI)デザイン演習Ⅰ,ディープラーニングに関する基本的な要素技術、ニューラルネットワークにおける学習の流れ、クラウドGPUを含めた、学習モデル構築に必要なハードウェアを適切に選択するための知識を修得する。本演習ではディープラーニングフレームワークPyTorchを用いて学習モデルの構築、学習および推論をおこなう。 ,人工知能・AI・デザイン・演習・学習・Deep・learning・モデル・構築
